"","x"
"14806","unrelated"
"14807","unrelated"
"14808","unrelated"
"14809","unrelated"
"14810","discuss"
"14811","discuss"
"14812","unrelated"
"14813","unrelated"
"14814","unrelated"
"14815","unrelated"
"14816","unrelated"
"14817","unrelated"
"14818","unrelated"
"14819","discuss"
"14820","unrelated"
"14821","unrelated"
"14822","unrelated"
"14823","unrelated"
"14824","unrelated"
"14825","discuss"
"14826","discuss"
"14827","unrelated"
"14828","agree"
"14829","unrelated"
"14830","agree"
"14831","unrelated"
"14832","unrelated"
"14833","unrelated"
"14834","unrelated"
"14835","unrelated"
"14836","disagree"
"14837","agree"
"14838","discuss"
"14839","unrelated"
"14840","discuss"
"14841","unrelated"
"14842","unrelated"
"14843","unrelated"
"14844","agree"
"14845","unrelated"
"14846","unrelated"
"14847","unrelated"
"14848","unrelated"
"14849","unrelated"
"14850","unrelated"
"14851","discuss"
"14852","unrelated"
"14853","discuss"
"14854","unrelated"
"14855","unrelated"
"14856","unrelated"
"14857","unrelated"
"14858","unrelated"
"14859","unrelated"
"14860","disagree"
"14861","agree"
"14862","unrelated"
"14863","agree"
"14864","unrelated"
"14865","disagree"
"14866","unrelated"
"14867","unrelated"
"14868","unrelated"
"14869","unrelated"
"14870","discuss"
"14871","agree"
"14872","disagree"
"14873","unrelated"
"14874","discuss"
"14875","unrelated"
"14876","unrelated"
"14877","unrelated"
"14878","unrelated"
"14879","unrelated"
"14880","unrelated"
"14881","discuss"
"14882","unrelated"
"14883","unrelated"
"14884","unrelated"
"14885","unrelated"
"14886","agree"
"14887","unrelated"
"14888","discuss"
"14889","agree"
"14890","discuss"
"14891","unrelated"
"14892","discuss"
"14893","agree"
"14894","unrelated"
"14895","unrelated"
"14896","unrelated"
"14897","unrelated"
"14898","unrelated"
"14899","unrelated"
"14900","discuss"
"14901","disagree"
"14902","unrelated"
"14903","discuss"
"14904","unrelated"
"14905","discuss"
"14906","unrelated"
"14907","unrelated"
"14908","unrelated"
"14909","unrelated"
"14910","discuss"
"14911","unrelated"
"14912","unrelated"
"14913","discuss"
"14914","unrelated"
"14915","unrelated"
"14916","unrelated"
"14917","unrelated"
"14918","unrelated"
"14919","unrelated"
"14920","unrelated"
"14921","unrelated"
"14922","agree"
"14923","unrelated"
"14924","unrelated"
"14925","disagree"
"14926","disagree"
"14927","unrelated"
"14928","unrelated"
"14929","unrelated"
"14930","unrelated"
"14931","unrelated"
"14932","unrelated"
"14933","unrelated"
"14934","unrelated"
"14935","unrelated"
"14936","unrelated"
"14937","unrelated"
"14938","unrelated"
"14939","unrelated"
"14940","discuss"
"14941","discuss"
"14942","unrelated"
"14943","unrelated"
"14944","unrelated"
"14945","unrelated"
"14946","unrelated"
"14947","agree"
"14948","unrelated"
"14949","discuss"
"14950","unrelated"
"14951","discuss"
"14952","discuss"
"14953","agree"
"14954","unrelated"
"14955","unrelated"
"14956","unrelated"
"14957","unrelated"
"14958","unrelated"
"14959","agree"
"14960","unrelated"
"14961","unrelated"
"14962","agree"
"14963","unrelated"
"14964","unrelated"
"14965","unrelated"
"14966","discuss"
"14967","discuss"
"14968","unrelated"
"14969","agree"
"14970","unrelated"
"14971","unrelated"
"14972","agree"
"14973","unrelated"
"14974","unrelated"
"14975","discuss"
"14976","discuss"
"14977","unrelated"
"14978","unrelated"
"14979","unrelated"
"14980","unrelated"
"14981","agree"
"14982","unrelated"
"14983","unrelated"
"14984","unrelated"
"14985","discuss"
"14986","unrelated"
"14987","agree"
"14988","unrelated"
"14989","unrelated"
"14990","unrelated"
"14991","unrelated"
"14992","unrelated"
"14993","unrelated"
"14994","unrelated"
"14995","unrelated"
"14996","unrelated"
"14997","unrelated"
"14998","unrelated"
"14999","discuss"
"15000","unrelated"
"15001","unrelated"
"15002","discuss"
"15003","unrelated"
"15004","agree"
"15005","agree"
"15006","unrelated"
"15007","unrelated"
"15008","unrelated"
"15009","discuss"
"15010","unrelated"
"15011","discuss"
"15012","discuss"
"15013","unrelated"
"15014","unrelated"
"15015","unrelated"
"15016","disagree"
"15017","unrelated"
"15018","unrelated"
"15019","unrelated"
"15020","agree"
"15021","unrelated"
"15022","unrelated"
"15023","discuss"
"15024","agree"
"15025","unrelated"
"15026","unrelated"
"15027","discuss"
"15028","unrelated"
"15029","unrelated"
"15030","unrelated"
"15031","discuss"
"15032","unrelated"
"15033","unrelated"
"15034","agree"
"15035","unrelated"
"15036","unrelated"
"15037","agree"
"15038","discuss"
"15039","discuss"
"15040","unrelated"
"15041","unrelated"
"15042","unrelated"
"15043","agree"
"15044","unrelated"
"15045","unrelated"
"15046","unrelated"
"15047","unrelated"
"15048","unrelated"
"15049","agree"
"15050","unrelated"
"15051","unrelated"
"15052","unrelated"
"15053","unrelated"
"15054","unrelated"
"15055","agree"
"15056","unrelated"
"15057","unrelated"
"15058","unrelated"
"15059","unrelated"
"15060","unrelated"
"15061","unrelated"
"15062","discuss"
"15063","unrelated"
"15064","unrelated"
"15065","unrelated"
"15066","unrelated"
"15067","unrelated"
"15068","unrelated"
"15069","unrelated"
"15070","unrelated"
"15071","unrelated"
"15072","unrelated"
"15073","unrelated"
"15074","unrelated"
"15075","discuss"
"15076","unrelated"
"15077","discuss"
"15078","unrelated"
"15079","unrelated"
"15080","unrelated"
"15081","unrelated"
"15082","unrelated"
"15083","unrelated"
"15084","unrelated"
"15085","discuss"
"15086","unrelated"
"15087","unrelated"
"15088","unrelated"
"15089","unrelated"
"15090","unrelated"
"15091","unrelated"
"15092","unrelated"
"15093","unrelated"
"15094","disagree"
"15095","discuss"
"15096","unrelated"
"15097","unrelated"
"15098","unrelated"
"15099","unrelated"
"15100","discuss"
"15101","unrelated"
"15102","unrelated"
"15103","unrelated"
"15104","unrelated"
"15105","agree"
"15106","discuss"
"15107","discuss"
"15108","unrelated"
"15109","unrelated"
"15110","unrelated"
"15111","unrelated"
"15112","unrelated"
"15113","unrelated"
"15114","unrelated"
"15115","discuss"
"15116","unrelated"
"15117","unrelated"
"15118","unrelated"
"15119","discuss"
"15120","unrelated"
"15121","unrelated"
"15122","unrelated"
"15123","agree"
"15124","unrelated"
"15125","unrelated"
"15126","unrelated"
"15127","unrelated"
"15128","unrelated"
"15129","discuss"
"15130","unrelated"
"15131","unrelated"
"15132","discuss"
"15133","unrelated"
"15134","discuss"
"15135","unrelated"
"15136","unrelated"
"15137","unrelated"
"15138","unrelated"
"15139","unrelated"
"15140","unrelated"
"15141","discuss"
"15142","unrelated"
"15143","unrelated"
"15144","unrelated"
"15145","discuss"
"15146","unrelated"
"15147","unrelated"
"15148","unrelated"
"15149","discuss"
"15150","unrelated"
"15151","discuss"
"15152","unrelated"
"15153","unrelated"
"15154","unrelated"
"15155","discuss"
"15156","discuss"
"15157","unrelated"
"15158","unrelated"
"15159","unrelated"
"15160","unrelated"
"15161","unrelated"
"15162","agree"
"15163","unrelated"
"15164","unrelated"
"15165","unrelated"
"15166","discuss"
"15167","discuss"
"15168","unrelated"
"15169","unrelated"
"15170","discuss"
"15171","discuss"
"15172","unrelated"
"15173","unrelated"
"15174","unrelated"
"15175","unrelated"
"15176","disagree"
"15177","unrelated"
"15178","agree"
"15179","unrelated"
"15180","discuss"
"15181","unrelated"
"15182","unrelated"
"15183","unrelated"
"15184","unrelated"
"15185","unrelated"
"15186","unrelated"
"15187","discuss"
"15188","discuss"
"15189","discuss"
"15190","unrelated"
"15191","discuss"
"15192","unrelated"
"15193","unrelated"
"15194","unrelated"
"15195","discuss"
"15196","unrelated"
"15197","unrelated"
"15198","unrelated"
"15199","unrelated"
"15200","discuss"
"15201","unrelated"
"15202","unrelated"
"15203","discuss"
"15204","unrelated"
"15205","discuss"
"15206","agree"
"15207","unrelated"
"15208","unrelated"
"15209","unrelated"
"15210","unrelated"
"15211","discuss"
"15212","unrelated"
"15213","unrelated"
"15214","unrelated"
"15215","unrelated"
"15216","discuss"
"15217","unrelated"
"15218","unrelated"
"15219","discuss"
"15220","unrelated"
"15221","unrelated"
"15222","disagree"
"15223","agree"
"15224","unrelated"
"15225","agree"
"15226","unrelated"
"15227","unrelated"
"15228","unrelated"
"15229","unrelated"
"15230","unrelated"
"15231","disagree"
"15232","unrelated"
"15233","unrelated"
"15234","agree"
"15235","unrelated"
"15236","unrelated"
"15237","unrelated"
"15238","unrelated"
"15239","discuss"
"15240","discuss"
"15241","unrelated"
"15242","unrelated"
"15243","unrelated"
"15244","discuss"
"15245","unrelated"
"15246","discuss"
"15247","unrelated"
"15248","unrelated"
"15249","agree"
"15250","unrelated"
"15251","discuss"
"15252","discuss"
"15253","unrelated"
"15254","unrelated"
"15255","discuss"
"15256","unrelated"
"15257","unrelated"
"15258","unrelated"
"15259","unrelated"
"15260","unrelated"
"15261","unrelated"
"15262","unrelated"
"15263","unrelated"
"15264","unrelated"
"15265","unrelated"
"15266","discuss"
"15267","unrelated"
"15268","unrelated"
"15269","unrelated"
"15270","unrelated"
"15271","unrelated"
"15272","unrelated"
"15273","unrelated"
"15274","unrelated"
"15275","unrelated"
"15276","discuss"
"15277","unrelated"
"15278","unrelated"
"15279","unrelated"
"15280","unrelated"
"15281","unrelated"
"15282","agree"
"15283","discuss"
"15284","unrelated"
"15285","unrelated"
"15286","unrelated"
"15287","disagree"
"15288","discuss"
"15289","unrelated"
"15290","unrelated"
"15291","unrelated"
"15292","discuss"
"15293","unrelated"
"15294","unrelated"
"15295","unrelated"
"15296","unrelated"
"15297","unrelated"
"15298","discuss"
"15299","unrelated"
"15300","unrelated"
"15301","unrelated"
"15302","unrelated"
"15303","unrelated"
"15304","discuss"
"15305","unrelated"
"15306","unrelated"
"15307","unrelated"
"15308","unrelated"
"15309","unrelated"
"15310","unrelated"
"15311","unrelated"
"15312","unrelated"
"15313","unrelated"
"15314","discuss"
"15315","unrelated"
"15316","discuss"
"15317","unrelated"
"15318","unrelated"
"15319","unrelated"
"15320","disagree"
"15321","unrelated"
"15322","unrelated"
"15323","unrelated"
"15324","unrelated"
"15325","unrelated"
"15326","unrelated"
"15327","discuss"
"15328","agree"
"15329","unrelated"
"15330","unrelated"
"15331","unrelated"
"15332","unrelated"
"15333","unrelated"
"15334","discuss"
"15335","unrelated"
"15336","unrelated"
"15337","unrelated"
"15338","unrelated"
"15339","unrelated"
"15340","unrelated"
"15341","unrelated"
"15342","discuss"
"15343","discuss"
"15344","unrelated"
"15345","unrelated"
"15346","discuss"
"15347","unrelated"
"15348","discuss"
"15349","agree"
"15350","unrelated"
"15351","unrelated"
"15352","unrelated"
"15353","unrelated"
"15354","unrelated"
"15355","unrelated"
"15356","unrelated"
"15357","discuss"
"15358","unrelated"
"15359","discuss"
"15360","unrelated"
"15361","unrelated"
"15362","disagree"
"15363","discuss"
"15364","unrelated"
"15365","unrelated"
"15366","unrelated"
"15367","unrelated"
"15368","unrelated"
"15369","discuss"
"15370","unrelated"
"15371","unrelated"
"15372","agree"
"15373","unrelated"
"15374","unrelated"
"15375","agree"
"15376","unrelated"
"15377","unrelated"
"15378","discuss"
"15379","unrelated"
"15380","unrelated"
"15381","unrelated"
"15382","unrelated"
"15383","unrelated"
"15384","unrelated"
"15385","unrelated"
"15386","unrelated"
"15387","unrelated"
"15388","unrelated"
"15389","unrelated"
"15390","unrelated"
"15391","unrelated"
"15392","unrelated"
"15393","disagree"
"15394","unrelated"
"15395","unrelated"
"15396","discuss"
"15397","agree"
"15398","discuss"
"15399","discuss"
"15400","discuss"
"15401","unrelated"
"15402","unrelated"
"15403","discuss"
"15404","unrelated"
"15405","discuss"
"15406","unrelated"
"15407","unrelated"
"15408","unrelated"
"15409","unrelated"
"15410","unrelated"
"15411","discuss"
"15412","discuss"
"15413","agree"
"15414","unrelated"
"15415","unrelated"
"15416","agree"
"15417","discuss"
"15418","discuss"
"15419","unrelated"
"15420","disagree"
"15421","unrelated"
"15422","unrelated"
"15423","unrelated"
"15424","unrelated"
"15425","unrelated"
"15426","unrelated"
"15427","discuss"
"15428","unrelated"
"15429","unrelated"
"15430","disagree"
"15431","unrelated"
"15432","unrelated"
"15433","unrelated"
"15434","discuss"
"15435","agree"
"15436","unrelated"
"15437","unrelated"
"15438","unrelated"
"15439","discuss"
"15440","agree"
"15441","unrelated"
"15442","unrelated"
"15443","unrelated"
"15444","discuss"
"15445","discuss"
"15446","unrelated"
"15447","unrelated"
"15448","agree"
"15449","discuss"
"15450","unrelated"
"15451","agree"
"15452","unrelated"
"15453","unrelated"
"15454","unrelated"
"15455","discuss"
"15456","unrelated"
"15457","unrelated"
"15458","agree"
"15459","discuss"
"15460","unrelated"
"15461","unrelated"
"15462","discuss"
"15463","agree"
"15464","unrelated"
"15465","agree"
"15466","unrelated"
"15467","unrelated"
"15468","unrelated"
"15469","agree"
"15470","unrelated"
"15471","unrelated"
"15472","unrelated"
"15473","unrelated"
"15474","unrelated"
"15475","unrelated"
"15476","unrelated"
"15477","unrelated"
"15478","unrelated"
"15479","unrelated"
"15480","agree"
"15481","unrelated"
"15482","unrelated"
"15483","unrelated"
"15484","unrelated"
"15485","agree"
"15486","unrelated"
"15487","unrelated"
"15488","discuss"
"15489","discuss"
"15490","unrelated"
"15491","unrelated"
"15492","unrelated"
"15493","unrelated"
"15494","unrelated"
"15495","unrelated"
"15496","discuss"
"15497","unrelated"
"15498","unrelated"
"15499","agree"
"15500","unrelated"
"15501","unrelated"
"15502","unrelated"
"15503","unrelated"
"15504","agree"
"15505","discuss"
"15506","discuss"
"15507","unrelated"
"15508","unrelated"
"15509","unrelated"
"15510","unrelated"
"15511","agree"
"15512","unrelated"
"15513","unrelated"
"15514","unrelated"
"15515","unrelated"
"15516","unrelated"
"15517","unrelated"
"15518","unrelated"
"15519","unrelated"
"15520","unrelated"
"15521","unrelated"
"15522","agree"
"15523","unrelated"
"15524","unrelated"
"15525","unrelated"
"15526","discuss"
"15527","disagree"
"15528","unrelated"
"15529","discuss"
"15530","unrelated"
"15531","discuss"
"15532","discuss"
"15533","unrelated"
"15534","unrelated"
"15535","unrelated"
"15536","unrelated"
"15537","unrelated"
"15538","discuss"
"15539","unrelated"
"15540","unrelated"
"15541","discuss"
"15542","unrelated"
"15543","agree"
"15544","unrelated"
"15545","unrelated"
"15546","unrelated"
"15547","discuss"
"15548","unrelated"
"15549","unrelated"
"15550","unrelated"
"15551","unrelated"
"15552","unrelated"
"15553","unrelated"
"15554","unrelated"
"15555","discuss"
"15556","unrelated"
"15557","unrelated"
"15558","unrelated"
"15559","discuss"
"15560","unrelated"
"15561","unrelated"
"15562","unrelated"
"15563","unrelated"
"15564","unrelated"
"15565","discuss"
"15566","unrelated"
"15567","unrelated"
"15568","unrelated"
"15569","discuss"
"15570","agree"
"15571","unrelated"
"15572","discuss"
"15573","unrelated"
"15574","unrelated"
"15575","unrelated"
"15576","unrelated"
"15577","unrelated"
"15578","unrelated"
"15579","unrelated"
"15580","unrelated"
"15581","unrelated"
"15582","unrelated"
"15583","discuss"
"15584","unrelated"
"15585","unrelated"
"15586","discuss"
"15587","agree"
"15588","discuss"
"15589","unrelated"
"15590","unrelated"
"15591","unrelated"
"15592","unrelated"
"15593","discuss"
"15594","discuss"
"15595","discuss"
"15596","unrelated"
"15597","unrelated"
"15598","discuss"
"15599","unrelated"
"15600","unrelated"
"15601","unrelated"
"15602","discuss"
"15603","unrelated"
"15604","unrelated"
"15605","discuss"
"15606","discuss"
"15607","unrelated"
"15608","unrelated"
"15609","unrelated"
"15610","unrelated"
"15611","agree"
"15612","unrelated"
"15613","unrelated"
"15614","discuss"
"15615","agree"
"15616","discuss"
"15617","unrelated"
"15618","disagree"
"15619","unrelated"
"15620","disagree"
"15621","agree"
"15622","agree"
"15623","unrelated"
"15624","discuss"
"15625","unrelated"
"15626","discuss"
"15627","unrelated"
"15628","unrelated"
"15629","disagree"
"15630","unrelated"
"15631","unrelated"
"15632","unrelated"
"15633","unrelated"
"15634","unrelated"
"15635","unrelated"
"15636","discuss"
"15637","unrelated"
"15638","agree"
"15639","unrelated"
"15640","unrelated"
"15641","unrelated"
"15642","discuss"
"15643","unrelated"
"15644","discuss"
"15645","unrelated"
"15646","unrelated"
"15647","unrelated"
"15648","unrelated"
"15649","unrelated"
"15650","unrelated"
"15651","unrelated"
"15652","discuss"
"15653","agree"
"15654","unrelated"
"15655","agree"
"15656","agree"
"15657","unrelated"
"15658","unrelated"
"15659","unrelated"
"15660","unrelated"
"15661","unrelated"
"15662","unrelated"
"15663","unrelated"
"15664","unrelated"
"15665","unrelated"
"15666","unrelated"
"15667","unrelated"
"15668","unrelated"
"15669","unrelated"
"15670","discuss"
"15671","unrelated"
"15672","unrelated"
"15673","unrelated"
"15674","unrelated"
"15675","unrelated"
"15676","unrelated"
"15677","unrelated"
"15678","unrelated"
"15679","discuss"
"15680","agree"
"15681","unrelated"
"15682","unrelated"
"15683","discuss"
"15684","unrelated"
"15685","unrelated"
"15686","discuss"
"15687","unrelated"
"15688","unrelated"
"15689","agree"
"15690","unrelated"
"15691","unrelated"
"15692","unrelated"
"15693","unrelated"
"15694","unrelated"
"15695","discuss"
"15696","unrelated"
"15697","unrelated"
"15698","unrelated"
"15699","unrelated"
"15700","unrelated"
"15701","unrelated"
"15702","agree"
"15703","unrelated"
"15704","unrelated"
"15705","unrelated"
"15706","unrelated"
"15707","unrelated"
"15708","unrelated"
"15709","discuss"
"15710","unrelated"
"15711","unrelated"
"15712","unrelated"
"15713","unrelated"
"15714","unrelated"
"15715","unrelated"
"15716","unrelated"
"15717","unrelated"
"15718","disagree"
"15719","unrelated"
"15720","unrelated"
"15721","unrelated"
"15722","unrelated"
"15723","discuss"
"15724","unrelated"
"15725","discuss"
"15726","discuss"
"15727","discuss"
"15728","discuss"
"15729","unrelated"
"15730","unrelated"
"15731","unrelated"
"15732","unrelated"
"15733","unrelated"
"15734","discuss"
"15735","unrelated"
"15736","unrelated"
"15737","unrelated"
"15738","unrelated"
"15739","unrelated"
"15740","unrelated"
"15741","unrelated"
"15742","discuss"
"15743","discuss"
"15744","discuss"
"15745","unrelated"
"15746","unrelated"
"15747","unrelated"
"15748","unrelated"
"15749","unrelated"
"15750","discuss"
"15751","unrelated"
"15752","discuss"
"15753","unrelated"
"15754","discuss"
"15755","discuss"
"15756","unrelated"
"15757","discuss"
"15758","unrelated"
"15759","unrelated"
"15760","unrelated"
"15761","unrelated"
"15762","unrelated"
"15763","agree"
"15764","unrelated"
"15765","unrelated"
"15766","unrelated"
"15767","unrelated"
"15768","disagree"
"15769","unrelated"
"15770","unrelated"
"15771","unrelated"
"15772","unrelated"
"15773","discuss"
"15774","discuss"
"15775","unrelated"
"15776","unrelated"
"15777","unrelated"
"15778","agree"
"15779","discuss"
"15780","unrelated"
"15781","unrelated"
"15782","unrelated"
"15783","unrelated"
"15784","unrelated"
"15785","unrelated"
"15786","discuss"
"15787","agree"
"15788","unrelated"
"15789","unrelated"
"15790","agree"
"15791","unrelated"
"15792","discuss"
"15793","discuss"
"15794","unrelated"
"15795","discuss"
"15796","unrelated"
"15797","unrelated"
"15798","unrelated"
"15799","unrelated"
"15800","unrelated"
"15801","unrelated"
"15802","agree"
"15803","unrelated"
"15804","unrelated"
"15805","unrelated"
"15806","unrelated"
"15807","unrelated"
"15808","unrelated"
"15809","agree"
"15810","unrelated"
"15811","unrelated"
"15812","unrelated"
"15813","unrelated"
"15814","discuss"
"15815","unrelated"
"15816","unrelated"
"15817","unrelated"
"15818","unrelated"
"15819","unrelated"
"15820","agree"
"15821","unrelated"
"15822","unrelated"
"15823","unrelated"
"15824","discuss"
"15825","unrelated"
"15826","unrelated"
"15827","unrelated"
"15828","unrelated"
"15829","discuss"
"15830","unrelated"
"15831","unrelated"
"15832","unrelated"
"15833","unrelated"
"15834","unrelated"
"15835","discuss"
"15836","unrelated"
"15837","unrelated"
"15838","discuss"
"15839","unrelated"
"15840","unrelated"
"15841","unrelated"
"15842","unrelated"
"15843","discuss"
"15844","unrelated"
"15845","unrelated"
"15846","discuss"
"15847","unrelated"
"15848","unrelated"
"15849","unrelated"
"15850","unrelated"
"15851","agree"
"15852","unrelated"
"15853","unrelated"
"15854","unrelated"
"15855","unrelated"
"15856","unrelated"
"15857","discuss"
"15858","unrelated"
"15859","unrelated"
"15860","unrelated"
"15861","unrelated"
"15862","discuss"
"15863","agree"
"15864","unrelated"
"15865","unrelated"
"15866","unrelated"
"15867","discuss"
"15868","unrelated"
"15869","discuss"
"15870","discuss"
"15871","agree"
"15872","unrelated"
"15873","unrelated"
"15874","unrelated"
"15875","unrelated"
"15876","unrelated"
"15877","discuss"
"15878","unrelated"
"15879","agree"
"15880","unrelated"
"15881","disagree"
"15882","unrelated"
"15883","unrelated"
"15884","unrelated"
"15885","discuss"
"15886","discuss"
"15887","unrelated"
"15888","unrelated"
"15889","unrelated"
"15890","unrelated"
"15891","discuss"
"15892","unrelated"
"15893","unrelated"
"15894","unrelated"
"15895","unrelated"
"15896","unrelated"
"15897","unrelated"
"15898","unrelated"
"15899","unrelated"
"15900","unrelated"
"15901","unrelated"
"15902","discuss"
"15903","unrelated"
"15904","unrelated"
"15905","unrelated"
"15906","unrelated"
"15907","unrelated"
"15908","discuss"
"15909","unrelated"
"15910","agree"
"15911","discuss"
"15912","unrelated"
"15913","unrelated"
"15914","unrelated"
"15915","unrelated"
"15916","discuss"
"15917","unrelated"
"15918","unrelated"
"15919","unrelated"
"15920","unrelated"
"15921","unrelated"
"15922","agree"
"15923","unrelated"
"15924","unrelated"
"15925","agree"
"15926","unrelated"
"15927","unrelated"
"15928","unrelated"
"15929","discuss"
"15930","unrelated"
"15931","unrelated"
"15932","unrelated"
"15933","unrelated"
"15934","unrelated"
"15935","unrelated"
"15936","unrelated"
"15937","unrelated"
"15938","discuss"
"15939","unrelated"
"15940","discuss"
"15941","agree"
"15942","unrelated"
"15943","unrelated"
"15944","disagree"
"15945","unrelated"
"15946","unrelated"
"15947","discuss"
"15948","agree"
"15949","unrelated"
"15950","discuss"
"15951","disagree"
"15952","agree"
"15953","unrelated"
"15954","unrelated"
"15955","unrelated"
"15956","unrelated"
"15957","unrelated"
"15958","unrelated"
"15959","agree"
"15960","disagree"
"15961","unrelated"
"15962","unrelated"
"15963","unrelated"
"15964","unrelated"
"15965","discuss"
"15966","disagree"
"15967","agree"
"15968","unrelated"
"15969","unrelated"
"15970","unrelated"
"15971","unrelated"
"15972","unrelated"
"15973","unrelated"
"15974","unrelated"
"15975","agree"
"15976","agree"
"15977","unrelated"
"15978","unrelated"
"15979","unrelated"
"15980","unrelated"
"15981","discuss"
"15982","unrelated"
"15983","unrelated"
"15984","unrelated"
"15985","unrelated"
"15986","unrelated"
"15987","unrelated"
"15988","unrelated"
"15989","discuss"
"15990","unrelated"
"15991","unrelated"
"15992","unrelated"
"15993","unrelated"
"15994","discuss"
"15995","disagree"
"15996","unrelated"
"15997","discuss"
"15998","unrelated"
"15999","unrelated"
"16000","unrelated"
"16001","unrelated"
"16002","unrelated"
"16003","discuss"
"16004","discuss"
"16005","unrelated"
"16006","unrelated"
"16007","unrelated"
"16008","unrelated"
"16009","unrelated"
"16010","unrelated"
"16011","unrelated"
"16012","unrelated"
"16013","discuss"
"16014","unrelated"
"16015","agree"
"16016","discuss"
"16017","unrelated"
"16018","discuss"
"16019","discuss"
"16020","discuss"
"16021","discuss"
"16022","unrelated"
"16023","discuss"
"16024","discuss"
"16025","unrelated"
"16026","discuss"
"16027","unrelated"
"16028","unrelated"
"16029","unrelated"
"16030","unrelated"
"16031","discuss"
"16032","unrelated"
"16033","discuss"
"16034","unrelated"
"16035","unrelated"
"16036","unrelated"
"16037","unrelated"
"16038","unrelated"
"16039","agree"
"16040","unrelated"
"16041","unrelated"
"16042","unrelated"
"16043","unrelated"
"16044","unrelated"
"16045","unrelated"
"16046","unrelated"
"16047","unrelated"
"16048","unrelated"
"16049","unrelated"
"16050","unrelated"
"16051","unrelated"
"16052","unrelated"
"16053","unrelated"
"16054","unrelated"
"16055","discuss"
"16056","unrelated"
"16057","unrelated"
"16058","unrelated"
"16059","discuss"
"16060","discuss"
"16061","unrelated"
"16062","unrelated"
"16063","unrelated"
"16064","unrelated"
"16065","discuss"
"16066","unrelated"
"16067","unrelated"
"16068","unrelated"
"16069","unrelated"
"16070","disagree"
"16071","unrelated"
"16072","unrelated"
"16073","discuss"
"16074","discuss"
"16075","unrelated"
"16076","unrelated"
"16077","unrelated"
"16078","discuss"
"16079","unrelated"
"16080","unrelated"
"16081","discuss"
"16082","unrelated"
"16083","unrelated"
"16084","discuss"
"16085","discuss"
"16086","unrelated"
"16087","unrelated"
"16088","unrelated"
"16089","unrelated"
"16090","discuss"
"16091","unrelated"
"16092","unrelated"
"16093","discuss"
"16094","discuss"
"16095","unrelated"
"16096","agree"
"16097","unrelated"
"16098","unrelated"
"16099","unrelated"
"16100","unrelated"
"16101","unrelated"
"16102","unrelated"
"16103","unrelated"
"16104","agree"
"16105","unrelated"
"16106","unrelated"
"16107","unrelated"
"16108","unrelated"
"16109","discuss"
"16110","discuss"
"16111","unrelated"
"16112","discuss"
"16113","unrelated"
"16114","unrelated"
"16115","unrelated"
"16116","discuss"
"16117","agree"
"16118","unrelated"
"16119","unrelated"
"16120","agree"
"16121","unrelated"
"16122","unrelated"
"16123","unrelated"
"16124","unrelated"
"16125","unrelated"
"16126","unrelated"
"16127","unrelated"
"16128","unrelated"
"16129","unrelated"
"16130","unrelated"
"16131","unrelated"
"16132","unrelated"
"16133","unrelated"
"16134","unrelated"
"16135","unrelated"
"16136","unrelated"
"16137","unrelated"
"16138","unrelated"
"16139","discuss"
"16140","unrelated"
"16141","unrelated"
"16142","unrelated"
"16143","unrelated"
"16144","discuss"
"16145","discuss"
"16146","unrelated"
"16147","agree"
"16148","unrelated"
"16149","unrelated"
"16150","unrelated"
"16151","unrelated"
"16152","unrelated"
"16153","unrelated"
"16154","agree"
"16155","unrelated"
"16156","unrelated"
"16157","unrelated"
"16158","unrelated"
"16159","unrelated"
"16160","discuss"
"16161","unrelated"
"16162","unrelated"
"16163","unrelated"
"16164","unrelated"
"16165","unrelated"
"16166","unrelated"
"16167","unrelated"
"16168","discuss"
"16169","unrelated"
"16170","discuss"
"16171","unrelated"
"16172","disagree"
"16173","unrelated"
"16174","unrelated"
"16175","unrelated"
"16176","unrelated"
"16177","unrelated"
"16178","unrelated"
"16179","unrelated"
"16180","discuss"
"16181","unrelated"
"16182","unrelated"
"16183","unrelated"
"16184","unrelated"
"16185","unrelated"
"16186","unrelated"
"16187","unrelated"
"16188","discuss"
"16189","unrelated"
"16190","unrelated"
"16191","discuss"
"16192","unrelated"
"16193","unrelated"
"16194","unrelated"
"16195","unrelated"
"16196","unrelated"
"16197","unrelated"
"16198","unrelated"
"16199","unrelated"
"16200","discuss"
"16201","unrelated"
"16202","unrelated"
"16203","disagree"
"16204","unrelated"
"16205","discuss"
"16206","unrelated"
"16207","unrelated"
"16208","unrelated"
"16209","unrelated"
"16210","unrelated"
"16211","discuss"
"16212","unrelated"
"16213","unrelated"
"16214","discuss"
"16215","discuss"
"16216","unrelated"
"16217","unrelated"
"16218","unrelated"
"16219","unrelated"
"16220","unrelated"
"16221","unrelated"
"16222","agree"
"16223","unrelated"
"16224","unrelated"
"16225","discuss"
"16226","discuss"
"16227","unrelated"
"16228","unrelated"
"16229","unrelated"
"16230","discuss"
"16231","unrelated"
"16232","unrelated"
"16233","discuss"
"16234","unrelated"
"16235","unrelated"
"16236","unrelated"
"16237","discuss"
"16238","unrelated"
"16239","discuss"
"16240","unrelated"
"16241","unrelated"
"16242","unrelated"
"16243","unrelated"
"16244","unrelated"
"16245","unrelated"
"16246","unrelated"
"16247","agree"
"16248","unrelated"
"16249","discuss"
"16250","unrelated"
"16251","discuss"
"16252","unrelated"
"16253","unrelated"
"16254","discuss"
"16255","unrelated"
